post_id,conversation_type,total_comments,total_deleted,both_deleted,author_only_deleted,content_only_deleted,active_comments,deletion_percentage,max_depth,thread_title,original_count,filtered_count,removed_count,removal_percentage,original_max_depth,filtered_max_depth,content_filtering_applied,depth_cap_applied,depth_0_total,depth_0_both,depth_0_author,depth_0_content,depth_0_active,depth_1_total,depth_1_both,depth_1_author,depth_1_content,depth_1_active,depth_2_total,depth_2_both,depth_2_author,depth_2_content,depth_2_active,depth_3_total,depth_3_both,depth_3_author,depth_3_content,depth_3_active,depth_4_total,depth_4_both,depth_4_author,depth_4_content,depth_4_active,depth_5_total,depth_5_both,depth_5_author,depth_5_content,depth_5_active,depth_6_total,depth_6_both,depth_6_author,depth_6_content,depth_6_active,depth_7_total,depth_7_both,depth_7_author,depth_7_content,depth_7_active,depth_8_total,depth_8_both,depth_8_author,depth_8_content,depth_8_active,depth_9_total,depth_9_both,depth_9_author,depth_9_content,depth_9_active,depth_10_total,depth_10_both,depth_10_author,depth_10_content,depth_10_active,depth_11_total,depth_11_both,depth_11_author,depth_11_content,depth_11_active,depth_12_total,depth_12_both,depth_12_author,depth_12_content,depth_12_active,depth_13_total,depth_13_both,depth_13_author,depth_13_content,depth_13_active,depth_14_total,depth_14_both,depth_14_author,depth_14_content,depth_14_active,depth_15_total,depth_15_both,depth_15_author,depth_15_content,depth_15_active,depth_16_total,depth_16_both,depth_16_author,depth_16_content,depth_16_active,depth_17_total,depth_17_both,depth_17_author,depth_17_content,depth_17_active,depth_18_total,depth_18_both,depth_18_author,depth_18_content,depth_18_active,depth_19_total,depth_19_both,depth_19_author,depth_19_content,depth_19_active
post52con,controversial,143,35,0,35,0,108,24.48,11,Anons on AI (Content-Filtered - Full Tree),155,143,12,7.74,11,11,True,False,28,0,6,0,22,32,0,11,0,21,18,0,5,0,13,18,0,2,0,16,16,0,5,0,11,9,0,1,0,8,6,0,2,0,4,5,0,1,0,4,4,0,1,0,3,3,0,1,0,2,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post53con,controversial,84,4,0,4,0,80,4.76,12,[D] Ethical concerns for ML to predict race & gender (Content-Filtered - Full Tree),87,84,3,3.45,12,12,True,False,23,0,4,0,19,18,0,0,0,18,8,0,0,0,8,8,0,0,0,8,8,0,0,0,8,4,0,0,0,4,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post54con,controversial,218,2,0,2,0,216,0.92,14,"One of the most cited AI models used to scan chest x-rays doesn’t accurately detect potentially life-threatening diseases in women & Black people. Black women fell to the bottom, with the AI not detecting disease in half of them for conditions such as cardiomegaly, or enlargement of the heart. (Content-Filtered - Full Tree)",221,218,3,1.36,14,14,True,False,27,0,1,0,26,46,0,1,0,45,35,0,0,0,35,30,0,0,0,30,24,0,0,0,24,16,0,0,0,16,12,0,0,0,12,11,0,0,0,11,7,0,0,0,7,3,0,0,0,3,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post55con,controversial,154,23,0,23,0,131,14.94,9,"AI Can Guess Your Race Based On X-Rays, and Researchers Don't Know How (Content-Filtered - Full Tree)",166,154,12,7.23,10,9,True,False,25,0,5,0,20,30,0,3,0,27,27,0,5,0,22,24,0,4,0,20,19,0,3,0,16,16,0,2,0,14,8,0,0,0,8,3,0,1,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post56con,controversial,213,31,0,31,0,182,14.55,10,"AI can tell your race from an X-ray image — and scientists can't figure out how. Large research team taught AI program to read scans, and it outwitted them (Content-Filtered - Full Tree)",220,213,7,3.18,10,10,True,False,56,0,6,0,50,40,0,6,0,34,34,0,4,0,30,25,0,2,0,23,12,0,2,0,10,13,0,2,0,11,11,0,3,0,8,8,0,0,0,8,5,0,3,0,2,5,0,0,0,5,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post57con,controversial,163,0,0,0,0,163,0.0,7,"In an age where hiring is becoming increasingly automated, every single LLM was found to have very strong gender preferences when asked to pick identical resumes with only a gender difference (for ALL jobs) (Content-Filtered - Full Tree)",163,163,0,0.0,7,7,True,False,12,0,0,0,12,34,0,0,0,34,33,0,0,0,33,36,0,0,0,36,25,0,0,0,25,13,0,0,0,13,7,0,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post58con,controversial,39,2,0,2,0,37,5.13,4,0-500 Days HRT & AI Gender Analysis (Content-Filtered - Full Tree),39,39,0,0.0,4,4,True,False,17,0,1,0,16,11,0,0,0,11,6,0,0,0,6,4,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post59con,controversial,119,7,0,7,0,112,5.88,6,How Apple Fell Behind in the AI Arms Race (Content-Filtered - Full Tree),122,119,3,2.46,6,6,True,False,31,0,3,0,28,32,0,4,0,28,25,0,0,0,25,17,0,0,0,17,10,0,0,0,10,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post5con,controversial,1269,183,0,183,0,1086,14.42,16,Facial recognition can't tell black and brown people apart - but the police are using it anyway (Content-Filtered - Full Tree),1316,1269,47,3.57,17,16,True,False,310,0,49,0,261,199,0,33,0,166,179,0,24,0,155,142,0,23,0,119,127,0,13,0,114,104,0,11,0,93,66,0,8,0,58,49,0,7,0,42,22,0,3,0,19,21,0,4,0,17,16,0,2,0,14,10,0,2,0,8,9,0,2,0,7,7,0,1,0,6,4,0,0,0,4,3,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post5tec,technical,7,0,0,0,0,7,0.0,2,[P] A Visual Guide to Mixture of Experts (MoE) in LLMs (Content-Filtered - Full Tree),7,7,0,0.0,2,2,True,False,4,0,0,0,4,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post6con,controversial,93,29,0,29,0,64,31.18,11,The Ethics of Policing Algorithms (Content-Filtered - Full Tree),104,93,11,10.58,11,11,True,False,12,0,3,0,9,19,0,4,0,15,23,0,5,0,18,13,0,6,0,7,6,0,3,0,3,6,0,3,0,3,4,0,1,0,3,4,0,2,0,2,2,0,0,0,2,2,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post6tec,technical,33,2,0,2,0,31,6.06,10,[D] Why are Byte Pair Encoding tokenizers preferred over character level ones in LLMs? (Content-Filtered - Full Tree),33,33,0,0.0,10,10,True,False,10,0,1,0,9,9,0,0,0,9,5,0,1,0,4,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post7con,controversial,104,5,0,5,0,99,4.81,6,I research Algorithmic Bias at Harvard. Racialized algorithms are destructive to black lives. AMA! (Content-Filtered - Full Tree),110,104,6,5.45,6,6,True,False,44,0,3,0,41,27,0,0,0,27,18,0,1,0,17,9,0,0,0,9,3,0,0,0,3,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post7tec,technical,12,0,0,0,0,12,0.0,4,"[D] What happened to ""creative"" decoding strategy? (Content-Filtered - Full Tree)",12,12,0,0.0,4,4,True,False,4,0,0,0,4,4,0,0,0,4,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post8con,controversial,249,14,0,14,0,235,5.62,8,This AI [gendered]. Never thought of it before. (Content-Filtered - Full Tree),251,249,2,0.8,9,8,True,False,126,0,11,0,115,59,0,2,0,57,24,0,1,0,23,13,0,0,0,13,9,0,0,0,9,6,0,0,0,6,5,0,0,0,5,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post8tec,technical,86,0,0,0,0,86,0.0,12,[D] Non-deterministic behavior of LLMs when temperature is 0 (Content-Filtered - Full Tree),87,86,1,1.15,12,12,True,False,13,0,0,0,13,9,0,0,0,9,10,0,0,0,10,11,0,0,0,11,14,0,0,0,14,9,0,0,0,9,6,0,0,0,6,4,0,0,0,4,4,0,0,0,4,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post9con,controversial,90,9,0,9,0,81,10.0,5,Why is nobody here talking about creating datasets? (Content-Filtered - Full Tree),90,90,0,0.0,5,5,True,False,31,0,3,0,28,24,0,2,0,22,17,0,2,0,15,10,0,2,0,8,7,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post9tec,technical,6,0,0,0,0,6,0.0,2,[D] Why beam search and autoregressive models yield poor results (Content-Filtered - Full Tree),7,6,1,14.29,2,2,True,False,4,0,0,0,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
