post_id,conversation_type,total_comments,total_deleted,both_deleted,author_only_deleted,content_only_deleted,active_comments,deletion_percentage,max_depth,thread_title,original_count,filtered_count,removed_count,removal_percentage,original_max_depth,filtered_max_depth,content_filtering_applied,depth_cap_applied,depth_0_total,depth_0_both,depth_0_author,depth_0_content,depth_0_active,depth_1_total,depth_1_both,depth_1_author,depth_1_content,depth_1_active,depth_2_total,depth_2_both,depth_2_author,depth_2_content,depth_2_active,depth_3_total,depth_3_both,depth_3_author,depth_3_content,depth_3_active,depth_4_total,depth_4_both,depth_4_author,depth_4_content,depth_4_active,depth_5_total,depth_5_both,depth_5_author,depth_5_content,depth_5_active,depth_6_total,depth_6_both,depth_6_author,depth_6_content,depth_6_active,depth_7_total,depth_7_both,depth_7_author,depth_7_content,depth_7_active,depth_8_total,depth_8_both,depth_8_author,depth_8_content,depth_8_active,depth_9_total,depth_9_both,depth_9_author,depth_9_content,depth_9_active,depth_10_total,depth_10_both,depth_10_author,depth_10_content,depth_10_active,depth_11_total,depth_11_both,depth_11_author,depth_11_content,depth_11_active,depth_12_total,depth_12_both,depth_12_author,depth_12_content,depth_12_active,depth_13_total,depth_13_both,depth_13_author,depth_13_content,depth_13_active,depth_14_total,depth_14_both,depth_14_author,depth_14_content,depth_14_active,depth_15_total,depth_15_both,depth_15_author,depth_15_content,depth_15_active,depth_16_total,depth_16_both,depth_16_author,depth_16_content,depth_16_active,depth_17_total,depth_17_both,depth_17_author,depth_17_content,depth_17_active,depth_18_total,depth_18_both,depth_18_author,depth_18_content,depth_18_active,depth_19_total,depth_19_both,depth_19_author,depth_19_content,depth_19_active
post57hb,richly branching,163,0,0,0,0,163,0.0,7,"In an age where hiring is becoming increasingly automated, every single LLM was found to have very strong gender preferences when asked to pick identical resumes with only a gender difference (for ALL jobs) (Content-Filtered - Full Tree)",163,163,0,0.0,7,7,True,False,12,0,0,0,12,34,0,0,0,34,33,0,0,0,33,36,0,0,0,36,25,0,0,0,25,13,0,0,0,13,7,0,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post58hb,richly branching,39,2,0,2,0,37,5.13,4,0-500 Days HRT & AI Gender Analysis (Content-Filtered - Full Tree),39,39,0,0.0,4,4,True,False,17,0,1,0,16,11,0,0,0,11,6,0,0,0,6,4,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post59hb,richly branching,119,7,0,7,0,112,5.88,6,How Apple Fell Behind in the AI Arms Race (Content-Filtered - Full Tree),122,119,3,2.46,6,6,True,False,31,0,3,0,28,32,0,4,0,28,25,0,0,0,25,17,0,0,0,17,10,0,0,0,10,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post5hb,richly branching,1269,183,0,183,0,1086,14.42,16,Facial recognition can't tell black and brown people apart - but the police are using it anyway (Content-Filtered - Full Tree),1316,1269,47,3.57,17,16,True,False,310,0,49,0,261,199,0,33,0,166,179,0,24,0,155,142,0,23,0,119,127,0,13,0,114,104,0,11,0,93,66,0,8,0,58,49,0,7,0,42,22,0,3,0,19,21,0,4,0,17,16,0,2,0,14,10,0,2,0,8,9,0,2,0,7,7,0,1,0,6,4,0,0,0,4,3,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post5lb,poorly branching,12,3,0,3,0,9,25.0,7,Racial bias in facial recognition technology the focus of bill introduced by Rep. Lawrence (Content-Filtered - Full Tree),12,12,0,0.0,7,7,True,False,3,0,0,0,3,2,0,1,0,1,1,0,0,0,1,2,0,0,0,2,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post6hb,richly branching,93,29,0,29,0,64,31.18,11,The Ethics of Policing Algorithms (Content-Filtered - Full Tree),104,93,11,10.58,11,11,True,False,12,0,3,0,9,19,0,4,0,15,23,0,5,0,18,13,0,6,0,7,6,0,3,0,3,6,0,3,0,3,4,0,1,0,3,4,0,2,0,2,2,0,0,0,2,2,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post6lb,poorly branching,25,0,0,0,0,25,0.0,5,"Algorithm predicts crime a week in advance, but reveals bias in police response (Content-Filtered - Full Tree)",25,25,0,0.0,5,5,True,False,7,0,0,0,7,3,0,0,0,3,3,0,0,0,3,5,0,0,0,5,5,0,0,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post7hb,richly branching,104,5,0,5,0,99,4.81,6,I research Algorithmic Bias at Harvard. Racialized algorithms are destructive to black lives. AMA! (Content-Filtered - Full Tree),110,104,6,5.45,6,6,True,False,44,0,3,0,41,27,0,0,0,27,18,0,1,0,17,9,0,0,0,9,3,0,0,0,3,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post7lb,poorly branching,3,0,0,0,0,3,0.0,2,GenderBench - Evaluation suite for gender biases in LLMs (Content-Filtered - Full Tree),3,3,0,0.0,2,2,True,False,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post8hb,richly branching,249,14,0,14,0,235,5.62,8,This AI [gendered]. Never thought of it before. (Content-Filtered - Full Tree),251,249,2,0.8,9,8,True,False,126,0,11,0,115,59,0,2,0,57,24,0,1,0,23,13,0,0,0,13,9,0,0,0,9,6,0,0,0,6,5,0,0,0,5,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post8lb,poorly branching,53,8,0,8,0,45,15.09,3,What gender do you assign to your AI assistant?  (Content-Filtered - Full Tree),59,53,6,10.17,8,3,True,False,27,0,3,0,24,14,0,1,0,13,8,0,3,0,5,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post9hb,richly branching,90,9,0,9,0,81,10.0,5,Why is nobody here talking about creating datasets? (Content-Filtered - Full Tree),90,90,0,0.0,5,5,True,False,31,0,3,0,28,24,0,2,0,22,17,0,2,0,15,10,0,2,0,8,7,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
post9lb,poorly branching,15,6,0,6,0,9,40.0,6,Thoughts about gender bias in voice assistants? (Content-Filtered - Full Tree),15,15,0,0.0,6,6,True,False,6,0,3,0,3,3,0,0,0,3,2,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
